Field ID,Acreage,State,County,2024 Winter Crop,2024 Cash Crop,2024 Tillage,2023 Winter Crop,2023 Cash Crop,2023 Tillage,2022 Winter Crop,2022 Cash Crop,2022 Tillage,2021 Winter Crop,2021 Cash Crop,2021 Tillage,2020 Winter Crop,2020 Cash Crop,2020 Tillage,2019 Winter Crop,2019 Cash Crop,2019 Tillage,2018 Winter Crop,2018 Cash Crop,2018 Tillage,2017 Winter Crop,2017 Cash Crop,2017 Tillage
mppf.sp.a_andersons.u20240229172110883_7xL6M1r0oyAz157,14.6870883,MI,Genesee,No,Soybeans,Conventional Tillage,No,Corn,Conventional Tillage,No,Corn,Conventional Tillage,No,Winterwheat,Conventional Tillage,Yes,Soybeans,Conservation Tillage,No,Fallow,Conventional Tillage,No,Corn,Conventional Tillage,,Soybeans,Conservation Tillage
mppf.sp.a_andersons.u20240229172110883_7xL6M1r0oyAz158,163.0032522,MI,Genesee,No,Soybeans,Conventional Tillage,No,Corn,Conventional Tillage,No,Soybeans,Conventional Tillage,No,Corn,Conventional Tillage,Yes,Soybeans,Conservation Tillage,No,Corn,Conservation Tillage,No,Soybeans,Conventional Tillage,No,Corn,Conservation Tillage
mppf.sp.a_andersons.u20240807191939648_KIdEdnKg22Qz99,205.0076522,IN,Lake,Yes,Corn,No Till,Yes,Soybeans,Conventional Tillage,No,Corn,Conservation Tillage,No,Soybeans,Conservation Tillage,No,Corn,Conservation Tillage,No,Soybeans,Conservation Tillage,No,Corn,Conservation Tillage,,Soybeans,
mppf.sp.a_andersons.u20240229172110883_7xL6M1r0oyAz159,17.9987889,MI,Lapeer,No,Corn,Conventional Tillage,No,Soybeans,Conventional Tillage,No,Corn,Conventional Tillage,No,Soybeans,Conventional Tillage,No,Corn,Conservation Tillage,No,Fallow,Conservation Tillage,No,Corn,Conventional Tillage,,Soybeans,Conservation Tillage
mppf.sp.a_andersons.u20240229172110883_7xL6M1r0oyAz160,23.7875877,MI,Genesee,No,Corn,Conventional Tillage,No,Soybeans,Conventional Tillage,No,Corn,Conventional Tillage,No,Soybeans,Conventional Tillage,Yes,Corn,Conservation Tillage,No,Fallow,Conservation Tillage,No,Soybeans,Conventional Tillage,No,Corn,Conservation Tillage
mppf.sp.a_andersons.u20240229172110883_7xL6M1r0oyAz161,35.1378903,MI,Lapeer,No,Corn,Conventional Tillage,No,Soybeans,Conventional Tillage,No,Corn,Conventional Tillage,No,Soybeans,Conventional Tillage,No,Corn,Conservation Tillage,No,Soybeans,Conventional Tillage,No,Soybeans,Conventional Tillage,No,Corn,Conservation Tillage
mppf.sp.a_andersons.u20240229172110883_7xL6M1r0oyAz162,50.0948968,MI,Oakland,No,Corn,Conventional Tillage,No,Soybeans,Conventional Tillage,No,Corn,Conventional Tillage,No,Soybeans,Conventional Tillage,No,Corn,Conservation Tillage,No,Fallow,Conventional Tillage,No,Soybeans,Conventional Tillage,,Corn,Conservation Tillage
mppf.sp.a_andersons.u20240229172110883_7xL6M1r0oyAz163,53.7930841,MI,Genesee,No,Soybeans,Conventional Tillage,No,Corn,Conventional Tillage,No,Corn,Conventional Tillage,No,Soybeans,Conventional Tillage,No,Corn,Conservation Tillage,No,Soybeans,Conventional Tillage,No,Corn,Conventional Tillage,,Soybeans,Conservation Tillage
mppf.sp.a_andersons.u20240229172110883_7xL6M1r0oyAz164,15.0456727,MI,Genesee,No,Corn,Conservation Tillage,No,Soybeans,Conservation Tillage,No,Corn,Conservation Tillage,Yes,Nomajority,Conservation Tillage,Yes,Alfalfa,No Till,Yes,Nomajority,Conservation Tillage,Yes,Alfalfa,Conservation Tillage,,Alfalfa,Conservation Tillage
mppf.sp.a_andersons.u20240229172110883_7xL6M1r0oyAz165,18.3383874,MI,Genesee,No,Corn,Conventional Tillage,No,Soybeans,Conventional Tillage,No,Corn,Conventional Tillage,No,Soybeans,Conventional Tillage,Yes,Corn,Conservation Tillage,No,Fallow,Conservation Tillage,No,Soybeans,Conventional Tillage,No,Corn,Conservation Tillage
mppf.sp.a_andersons.u20240229172110883_7xL6M1r0oyAz166,60.4136778,MI,Lapeer,No,Corn,Conventional Tillage,No,Soybeans,Conventional Tillage,No,Corn,Conventional Tillage,No,Corn,Conventional Tillage,No,Corn,Conservation Tillage,No,Fallow,Conservation Tillage,No,Soybeans,Conventional Tillage,No,Corn,Conservation Tillage
mppf.sp.a_andersons.u20240229172110883_7xL6M1r0oyAz167,18.4944382,MI,Genesee,No,Corn,Conventional Tillage,No,Corn,Conservation Tillage,No,Corn,Conventional Tillage,No,Soybeans,Conventional Tillage,No,Corn,Conservation Tillage,No,Fallow,Conservation Tillage,Yes,Winterwheat,Conservation Tillage,,Soybeans,Conservation Tillage
mppf.sp.a_andersons.u20240229172110883_7xL6M1r0oyAz168,49.7467746,MI,Genesee,No,Corn,Conventional Tillage,No,Soybeans,Conventional Tillage,No,Corn,Conventional Tillage,No,Soybeans,Conventional Tillage,No,Corn,Conservation Tillage,No,Soybeans,Conservation Tillage,No,Soybeans,Conventional Tillage,No,Corn,Conservation Tillage
mppf.sp.a_andersons.u20240229172110883_7xL6M1r0oyAz169,77.688719,MI,Lapeer,No,Corn,Conventional Tillage,No,Soybeans,Conventional Tillage,No,Corn,Conventional Tillage,No,Soybeans,Conventional Tillage,No,Corn,Conservation Tillage,No,Nomajority,Conservation Tillage,No,Corn,Conventional Tillage,,Soybeans,Conservation Tillage
mppf.sp.a_andersons.u20240229172110883_7xL6M1r0oyAz170,11.4149802,MI,Genesee,No,Corn,Conservation Tillage,No,Corn,Conservation Tillage,No,Corn,Conservation Tillage,No,Corn,Conservation Tillage,Yes,Corn,Conservation Tillage,No,Fallow,Conservation Tillage,Yes,Winterwheat,Conservation Tillage,No,Soybeans,Conservation Tillage
mppf.sp.a_andersons.u20240229172110883_7xL6M1r0oyAz171,51.3038816,MI,Lapeer,No,Soybeans,Conventional Tillage,No,Corn,Conventional Tillage,No,Soybeans,Conventional Tillage,No,Corn,Conventional Tillage,No,Soybeans,Conservation Tillage,No,Fallow,Conservation Tillage,No,Soybeans,Conventional Tillage,No,Corn,Conservation Tillage
mppf.sp.a_andersons.u20240229172110883_7xL6M1r0oyAz172,13.9419942,MI,Genesee,No,Soybeans,Conservation Tillage,No,Corn,Conservation Tillage,No,Corn,Conservation Tillage,Yes,Pasture,Conservation Tillage,Yes,Deciduousforest,No Till,Yes,Deciduousforest,Conservation Tillage,No,Deciduousforest,Conservation Tillage,,Soybeans,Conservation Tillage
mppf.sp.a_andersons.u20240229172110883_7xL6M1r0oyAz173,108.8487002,MI,Genesee,No,Corn,Conventional Tillage,No,Soybeans,Conventional Tillage,No,Corn,Conventional Tillage,No,Soybeans,Conventional Tillage,No,Corn,Conservation Tillage,No,Soybeans,No Till,No,Corn,Conservation Tillage,No,Soybeans,Conventional Tillage
mppf.sp.a_andersons.u20240229172110883_7xL6M1r0oyAz174,21.9728732,MI,Lapeer,No,Soybeans,Conventional Tillage,No,Corn,Conventional Tillage,No,Soybeans,Conventional Tillage,No,Corn,Conventional Tillage,No,Soybeans,Conservation Tillage,No,Soybeans,Conservation Tillage,No,Corn,Conservation Tillage,,Soybeans,Conservation Tillage
mppf.sp.a_andersons.u20240229172110883_7xL6M1r0oyAz175,37.3648291,MI,Genesee,No,Corn,Conventional Tillage,No,Soybeans,Conventional Tillage,No,Corn,Conventional Tillage,No,Soybeans,Conventional Tillage,No,Corn,Conservation Tillage,No,Soybeans,Conventional Tillage,No,Corn,Conventional Tillage,Yes,Soybeans,Conservation Tillage
mppf.sp.a_andersons.u20240229172110883_7xL6M1r0oyAz176,100.6365797,MI,Lapeer,No,Soybeans,Conventional Tillage,No,Corn,Conventional Tillage,No,Soybeans,Conventional Tillage,No,Corn,Conventional Tillage,No,Soybeans,Conservation Tillage,No,Corn,Conservation Tillage,No,Soybeans,Conventional Tillage,Yes,Corn,Conservation Tillage
mppf.sp.a_andersons.u20240229172110883_7xL6M1r0oyAz177,54.9606266,MI,Genesee,No,Soybeans,Conventional Tillage,No,Corn,Conventional Tillage,No,Soybeans,Conventional Tillage,No,Corn,Conventional Tillage,No,Soybeans,Conservation Tillage,No,Corn,Conservation Tillage,No,Soybeans,Conventional Tillage,No,Corn,Conservation Tillage
mppf.sp.a_andersons.u20240229172110883_7xL6M1r0oyAz178,35.4108826,MI,Genesee,No,Soybeans,Conventional Tillage,No,Corn,Conventional Tillage,No,Soybeans,Conventional Tillage,No,Corn,Conventional Tillage,No,Soybeans,Conservation Tillage,No,Winterwheat,Conservation Tillage,No,Soybeans,Conventional Tillage,No,Corn,Conservation Tillage
mppf.sp.a_andersons.u20240229172110883_7xL6M1r0oyAz179,59.887793,MI,Oakland,No,Corn,Conservation Tillage,No,Corn,Conservation Tillage,No,Corn,Conservation Tillage,No,Corn,Conservation Tillage,No,Corn,Conservation Tillage,No,Corn,Conservation Tillage,No,Corn,Conventional Tillage,No,Corn,Conservation Tillage
mppf.sp.a_andersons.u20240229172110883_7xL6M1r0oyAz180,111.282675,MI,Genesee,No,Soybeans,Conventional Tillage,No,Corn,Conventional Tillage,No,Soybeans,Conventional Tillage,No,Corn,Conventional Tillage,No,Soybeans,Conservation Tillage,Yes,Nomajority,Conservation Tillage,Yes,Nomajority,Conservation Tillage,Yes,Nomajority,Conservation Tillage
mppf.sp.a_andersons.u20240229172110883_7xL6M1r0oyAz181,28.9963986,MI,Genesee,No,Corn,Conventional Tillage,No,Soybeans,Conventional Tillage,No,Corn,Conventional Tillage,No,Soybeans,Conventional Tillage,No,Corn,Conservation Tillage,No,Soybeans,Conventional Tillage,No,Corn,Conventional Tillage,Yes,Soybeans,Conservation Tillage
mppf.sp.a_andersons.u20240229172110883_7xL6M1r0oyAz182,71.3447162,MI,Genesee,No,Soybeans,Conventional Tillage,No,Corn,Conventional Tillage,No,Corn,Conventional Tillage,No,Soybeans,Conventional Tillage,No,Corn,Conservation Tillage,No,Fallow,Conservation Tillage,No,Soybeans,Conventional Tillage,,Corn,Conservation Tillage
mppf.sp.a_andersons.u20240229172110883_7xL6M1r0oyAz183,50.5792776,MI,Oakland,No,Corn,Conventional Tillage,No,Soybeans,Conventional Tillage,No,Corn,Conventional Tillage,No,Soybeans,Conventional Tillage,No,Corn,Conservation Tillage,No,Soybeans,Conservation Tillage,No,Soybeans,Conventional Tillage,,Corn,Conservation Tillage
mppf.sp.a_andersons.u20240229172110883_7xL6M1r0oyAz184,96.307619,MI,Lapeer,No,Soybeans,Conventional Tillage,No,Corn,Conventional Tillage,No,Soybeans,Conventional Tillage,No,Corn,Conventional Tillage,No,Soybeans,Conservation Tillage,No,Corn,Conservation Tillage,No,Soybeans,Conventional Tillage,,Corn,Conservation Tillage
mppf.sp.a_andersons.u20240229172110883_7xL6M1r0oyAz185,12.8169929,MI,Lapeer,No,Soybeans,Conventional Tillage,No,Corn,Conventional Tillage,No,Soybeans,Conventional Tillage,No,Corn,Conventional Tillage,No,Soybeans,Conservation Tillage,No,Corn,Conventional Tillage,No,Soybeans,Conventional Tillage,,Corn,Conservation Tillage
mppf.sp.a_andersons.u20240229172110883_7xL6M1r0oyAz186,47.565942,MI,Genesee,No,Soybeans,Conventional Tillage,No,Corn,Conventional Tillage,No,Soybeans,Conventional Tillage,No,Corn,Conventional Tillage,No,Soybeans,Conservation Tillage,No,Soybeans,Conservation Tillage,No,Corn,Conventional Tillage,No,Soybeans,Conservation Tillage
mppf.sp.a_andersons.u20240229172110883_7xL6M1r0oyAz187,20.7532221,MI,Genesee,No,Corn,Conventional Tillage,No,Soybeans,Conventional Tillage,No,Corn,Conventional Tillage,No,Soybeans,Conventional Tillage,No,Corn,Conservation Tillage,No,Soybeans,Conservation Tillage,No,Soybeans,Conventional Tillage,,Corn,Conservation Tillage
mppf.sp.a_andersons.u20240229172110883_7xL6M1r0oyAz188,12.7289442,MI,Genesee,No,Corn,Conventional Tillage,No,Soybeans,Conventional Tillage,No,Corn,Conventional Tillage,No,Soybeans,Conventional Tillage,Yes,Corn,Conservation Tillage,No,Alfalfa,Conservation Tillage,No,Soybeans,Conventional Tillage,No,Corn,Conservation Tillage
mppf.sp.a_andersons.u20240229172110883_7xL6M1r0oyAz189,10.1378109,MI,Genesee,No,Soybeans,Conventional Tillage,No,Corn,Conventional Tillage,No,Corn,Conventional Tillage,No,Soybeans,Conventional Tillage,No,Soybeans,Conservation Tillage,No,Corn,Conventional Tillage,No,Soybeans,Conventional Tillage,No,Corn,Conservation Tillage
mppf.sp.a_andersons.u20240229172110883_7xL6M1r0oyAz190,71.1810264,MI,Lapeer,No,Corn,Conventional Tillage,No,Corn,Conventional Tillage,No,Winterwheat,Conventional Tillage,No,Soybeans,Conventional Tillage,No,Corn,Conservation Tillage,No,Soybeans,Conservation Tillage,No,Corn,Conventional Tillage,,Soybeans,Conservation Tillage
mppf.sp.a_andersons.u20240229172110883_7xL6M1r0oyAz191,37.6670616,MI,Lapeer,No,Corn,Conventional Tillage,No,Soybeans,Conventional Tillage,No,Corn,Conventional Tillage,No,Soybeans,Conventional Tillage,No,Corn,Conventional Tillage,No,Corn,No Till,No,Corn,Conventional Tillage,No,Soybeans,Conservation Tillage
mppf.sp.a_andersons.u20240229172110883_7xL6M1r0oyAz192,15.7172827,MI,Lapeer,No,Soybeans,Conventional Tillage,No,Soybeans,Conventional Tillage,No,Corn,Conventional Tillage,No,Soybeans,Conventional Tillage,No,Corn,Conservation Tillage,No,Fallow,Conventional Tillage,No,Corn,Conventional Tillage,,Soybeans,Conservation Tillage
mppf.sp.a_andersons.u20240229172110883_7xL6M1r0oyAz193,71.3312845,MI,Genesee,No,Corn,Conventional Tillage,No,Soybeans,Conventional Tillage,No,Corn,Conventional Tillage,No,Soybeans,Conventional Tillage,No,Corn,Conservation Tillage,No,Fallow,Conservation Tillage,No,Corn,Conventional Tillage,,Soybeans,Conservation Tillage
mppf.sp.a_andersons.u20240229172110883_7xL6M1r0oyAz194,21.0295235,MI,Genesee,No,Corn,Conventional Tillage,No,Soybeans,Conventional Tillage,No,Corn,Conventional Tillage,No,Soybeans,Conventional Tillage,No,Corn,Conservation Tillage,No,Soybeans,Conservation Tillage,No,Corn,Conventional Tillage,,Soybeans,Conservation Tillage
mppf.sp.a_andersons.u20240229172110883_7xL6M1r0oyAz195,66.1560822,MI,Genesee,No,Soybeans,Conventional Tillage,No,Corn,Conventional Tillage,No,Fallow,Conventional Tillage,No,Soybeans,Conventional Tillage,No,Corn,Conservation Tillage,No,Soybeans,Conventional Tillage,No,Corn,Conventional Tillage,Yes,Soybeans,Conservation Tillage
mppf.sp.a_andersons.u20240229172110883_7xL6M1r0oyAz196,108.7513529,MI,Genesee,No,Corn,Conventional Tillage,No,Soybeans,Conventional Tillage,No,Corn,Conventional Tillage,No,Soybeans,Conventional Tillage,Yes,Corn,Conservation Tillage,No,Soybeans,Conservation Tillage,No,Corn,Conventional Tillage,No,Soybeans,Conservation Tillage
mppf.sp.a_andersons.u20240229172110883_7xL6M1r0oyAz197,79.3494574,MI,Lapeer,No,Corn,Conservation Tillage,No,Corn,Conservation Tillage,No,Corn,Conservation Tillage,No,Corn,Conservation Tillage,No,Corn,Conservation Tillage,Yes,Deciduousforest,Conservation Tillage,Yes,Deciduousforest,Conservation Tillage,,Deciduousforest,Conservation Tillage
mppf.sp.a_andersons.u20240229172110883_7xL6M1r0oyAz198,88.1350615,MI,Lapeer,No,Corn,Conservation Tillage,No,Corn,Conservation Tillage,No,Corn,Conservation Tillage,No,Corn,Conservation Tillage,No,Corn,Conservation Tillage,No,Corn,Conservation Tillage,No,Corn,Conventional Tillage,,Soybeans,Conservation Tillage
mppf.sp.a_andersons.u20240229172110883_7xL6M1r0oyAz199,21.1120966,MI,Genesee,No,Corn,Conventional Tillage,No,Soybeans,Conventional Tillage,No,Soybeans,Conventional Tillage,No,Corn,Conventional Tillage,No,Soybeans,Conservation Tillage,No,Fallow,Conventional Tillage,No,Corn,Conventional Tillage,No,Soybeans,Conservation Tillage
mppf.sp.a_andersons.u20240229172110883_7xL6M1r0oyAz200,35.2004418,MI,Lapeer,No,Soybeans,Conventional Tillage,No,Corn,Conventional Tillage,No,Soybeans,Conventional Tillage,No,Corn,Conventional Tillage,No,Soybeans,Conservation Tillage,No,Fallow,Conservation Tillage,No,Soybeans,Conventional Tillage,,Corn,Conservation Tillage
mppf.sp.a_andersons.u20240229172110883_7xL6M1r0oyAz201,109.513541,MI,Tuscola,No,Soybeans,Conventional Tillage,No,Corn,Conventional Tillage,No,Soybeans,Conventional Tillage,No,Corn,Conventional Tillage,Yes,Corn,Conservation Tillage,No,Fallow,Conservation Tillage,No,Soybeans,Conventional Tillage,,Corn,Conservation Tillage
mppf.sp.a_andersons.u20240229172110883_7xL6M1r0oyAz202,35.4472033,MI,Genesee,No,Corn,No Till,No,Soybeans,Conventional Tillage,No,Corn,Conventional Tillage,No,Corn,Conventional Tillage,Yes,Soybeans,Conservation Tillage,No,Soybeans,Conventional Tillage,No,Corn,Conventional Tillage,No,Soybeans,Conservation Tillage
mppf.sp.a_andersons.u20240807191939648_KIdEdnKg22Qz28,20.0363188,IN,Lake,Yes,Corn,No Till,Yes,Soybeans,No Till,No,Corn,No Till,No,Soybeans,No Till,No,Corn,No Till,No,Soybeans,Conservation Tillage,No,Corn,Conservation Tillage,,Soybeans,
mppf.sp.a_andersons.u20240229172110883_7xL6M1r0oyAz203,48.2918408,MI,Genesee,No,Corn,Conventional Tillage,No,Soybeans,Conventional Tillage,No,Corn,Conventional Tillage,No,Soybeans,Conventional Tillage,Yes,Corn,Conservation Tillage,No,Soybeans,Conventional Tillage,No,Corn,Conventional Tillage,No,Soybeans,Conservation Tillage
mppf.sp.a_andersons.20240325191954398_mXtmZ3s-fc4z,109.3283256,OH,Williams,No,Soybeans,No Till,No,Soybeans,No Till,No,Corn,No Till,No,Winterwheat,No Till,No,Soybeans,No Till,Yes,Fallow,Conservation Tillage,Yes,Soybeans,Conservation Tillage,,Winterwheat,Conservation Tillage
mppf.sp.a_andersons.u20240229172110883_7xL6M1r0oyAz204,26.1353362,MI,Lapeer,No,Soybeans,Conventional Tillage,No,Corn,Conventional Tillage,No,Soybeans,Conventional Tillage,No,Corn,Conventional Tillage,Yes,Soybeans,Conservation Tillage,No,Corn,Conservation Tillage,No,Soybeans,Conventional Tillage,,Corn,Conservation Tillage
mppf.sp.a_andersons.u20240229172110883_7xL6M1r0oyAz205,70.9254359,MI,Genesee,No,Soybeans,Conventional Tillage,No,Corn,Conservation Tillage,No,Soybeans,Conventional Tillage,No,Corn,Conventional Tillage,No,Soybeans,Conservation Tillage,No,Fallow,Conservation Tillage,No,Soybeans,Conventional Tillage,No,Corn,Conservation Tillage
mppf.sp.a_andersons.u20240229172110883_7xL6M1r0oyAz206,77.8528831,MI,Tuscola,No,Corn,Conventional Tillage,No,Soybeans,Conventional Tillage,No,Corn,Conventional Tillage,No,Soybeans,Conventional Tillage,No,Corn,Conservation Tillage,No,Soybeans,Conventional Tillage,No,Corn,Conventional Tillage,,Soybeans,Conservation Tillage
mppf.sp.a_andersons.u20240229172110883_7xL6M1r0oyAz207,33.9616727,MI,Genesee,No,Corn,Conventional Tillage,No,Soybeans,Conventional Tillage,No,Corn,Conventional Tillage,No,Soybeans,Conventional Tillage,No,Corn,Conservation Tillage,No,Soybeans,Conventional Tillage,No,Corn,Conventional Tillage,,Soybeans,Conservation Tillage
mppf.sp.a_andersons.u20240229172110883_7xL6M1r0oyAz208,38.2697813,MI,Lapeer,No,Corn,Conservation Tillage,No,Corn,Conservation Tillage,No,Corn,Conservation Tillage,No,Corn,Conservation Tillage,No,Soybeans,Conservation Tillage,No,Corn,Conservation Tillage,Yes,Corn,Conventional Tillage,,Soybeans,Conservation Tillage
mppf.sp.a_andersons.u20240229172110883_7xL6M1r0oyAz209,41.8616073,MI,Genesee,No,Corn,Conventional Tillage,No,Soybeans,Conventional Tillage,No,Corn,Conventional Tillage,No,Soybeans,Conventional Tillage,Yes,Corn,No Till,No,Fallow,Conservation Tillage,No,Corn,Conventional Tillage,,Soybeans,Conservation Tillage
mppf.sp.a_andersons.u20240229172110883_7xL6M1r0oyAz210,20.8160699,MI,Genesee,No,Corn,Conventional Tillage,No,Soybeans,Conventional Tillage,No,Corn,Conventional Tillage,No,Soybeans,Conventional Tillage,No,Corn,Conservation Tillage,No,Fallow,Conventional Tillage,No,Corn,Conventional Tillage,No,Soybeans,Conservation Tillage
mppf.sp.a_andersons.u20240229172110883_7xL6M1r0oyAz211,124.9453015,MI,Genesee,No,Corn,Conventional Tillage,No,Soybeans,Conventional Tillage,No,Corn,Conventional Tillage,No,Soybeans,Conventional Tillage,No,Corn,Conservation Tillage,No,Fallow,Conventional Tillage,No,Corn,Conventional Tillage,No,Soybeans,Conservation Tillage
mppf.sp.a_andersons.u20240229172110883_7xL6M1r0oyAz212,166.5485013,MI,Genesee,No,Corn,Conventional Tillage,No,Soybeans,Conventional Tillage,No,Corn,Conventional Tillage,No,Soybeans,Conventional Tillage,No,Corn,Conservation Tillage,No,Fallow,Conventional Tillage,No,Corn,Conventional Tillage,No,Soybeans,Conservation Tillage
mppf.sp.a_andersons.u20240229172110883_7xL6M1r0oyAz213,48.3787227,MI,Genesee,No,Corn,Conventional Tillage,No,Soybeans,Conventional Tillage,No,Corn,Conventional Tillage,No,Soybeans,Conventional Tillage,Yes,Corn,No Till,No,Soybeans,Conservation Tillage,No,Corn,Conventional Tillage,,Soybeans,Conservation Tillage
mppf.sp.a_andersons.u20240229172110883_7xL6M1r0oyAz214,27.6121081,MI,Genesee,No,Corn,Conventional Tillage,No,Soybeans,Conventional Tillage,No,Corn,Conventional Tillage,No,Corn,Conventional Tillage,No,Soybeans,Conservation Tillage,No,Corn,Conservation Tillage,No,Soybeans,Conventional Tillage,No,Corn,Conservation Tillage
mppf.sp.a_andersons.u20240229172110883_7xL6M1r0oyAz215,106.4895051,MI,Genesee,No,Soybeans,Conventional Tillage,No,Corn,Conventional Tillage,No,Winterwheat,Conventional Tillage,No,Soybeans,Conventional Tillage,No,Corn,Conservation Tillage,No,Soybeans,Conservation Tillage,No,Soybeans,Conventional Tillage,Yes,Corn,Conservation Tillage
mppf.sp.a_andersons.u20240229172110883_7xL6M1r0oyAz216,24.7169929,MI,Lapeer,No,Corn,Conservation Tillage,No,Corn,Conservation Tillage,No,Corn,Conservation Tillage,No,Corn,Conservation Tillage,Yes,Corn,Conservation Tillage,No,Corn,Conservation Tillage,No,Corn,Conservation Tillage,Yes,Corn,Conservation Tillage
mppf.sp.a_andersons.u20240229172110883_7xL6M1r0oyAz217,29.9500895,MI,Genesee,No,Corn,Conventional Tillage,No,Soybeans,Conventional Tillage,No,Corn,Conventional Tillage,No,Soybeans,Conventional Tillage,No,Corn,Conservation Tillage,No,Soybeans,Conventional Tillage,No,Corn,Conventional Tillage,,Soybeans,Conservation Tillage
mppf.sp.a_andersons.u20240229172110883_7xL6M1r0oyAz218,27.992604,MI,Genesee,No,Corn,Conventional Tillage,No,Soybeans,Conventional Tillage,No,Corn,Conventional Tillage,No,Soybeans,Conventional Tillage,No,Corn,Conservation Tillage,No,Soybeans,Conventional Tillage,No,Corn,Conventional Tillage,Yes,Soybeans,Conservation Tillage
mppf.sp.a_andersons.u20240229172110883_7xL6M1r0oyAz219,14.2639377,MI,Lapeer,No,Corn,Conservation Tillage,No,Corn,Conservation Tillage,No,Corn,Conservation Tillage,No,Corn,Conservation Tillage,No,Corn,Conservation Tillage,No,Corn,Conservation Tillage,No,Corn,Conventional Tillage,,Corn,Conservation Tillage
mppf.sp.a_andersons.u20240229172110883_7xL6M1r0oyAz220,11.8818167,MI,Genesee,No,Corn,Conventional Tillage,No,Soybeans,Conventional Tillage,No,Corn,Conventional Tillage,No,Soybeans,Conventional Tillage,Yes,Corn,Conservation Tillage,No,Soybeans,Conventional Tillage,Yes,Corn,Conventional Tillage,,Soybeans,Conservation Tillage
mppf.sp.a_andersons.u20240229172110883_7xL6M1r0oyAz221,34.1253375,MI,Lapeer,No,Corn,Conventional Tillage,No,Soybeans,Conventional Tillage,No,Corn,Conventional Tillage,No,Soybeans,Conventional Tillage,Yes,Corn,Conservation Tillage,No,Oats,Conservation Tillage,No,Soybeans,Conventional Tillage,,Corn,Conservation Tillage
mppf.sp.a_andersons.u20240229172110883_7xL6M1r0oyAz222,6.3718119,MI,Lapeer,No,Corn,Conservation Tillage,No,Corn,Conservation Tillage,No,Corn,Conservation Tillage,Yes,Pasture,Conservation Tillage,Yes,Pasture,No Till,Yes,Pasture,Conservation Tillage,Yes,Pasture,Conservation Tillage,,Pasture,Conservation Tillage
mppf.sp.a_andersons.u20240229172110883_7xL6M1r0oyAz223,38.09575,MI,Oakland,No,Corn,Conservation Tillage,No,Corn,Conventional Tillage,No,Corn,No Till,No,Corn,Conservation Tillage,No,Soybeans,Conventional Tillage,No,Corn,Conservation Tillage,No,Corn,Conservation Tillage,No,Corn,Conventional Tillage
mppf.sp.a_andersons.u20240229172110883_7xL6M1r0oyAz224,61.8884613,MI,Oakland,No,Corn,Conventional Tillage,No,Soybeans,Conventional Tillage,No,Corn,Conventional Tillage,No,Soybeans,Conventional Tillage,Yes,Corn,Conservation Tillage,No,Soybeans,Conventional Tillage,No,Soybeans,Conventional Tillage,,Corn,Conservation Tillage
mppf.sp.a_andersons.u20240229172110883_7xL6M1r0oyAz225,22.9874183,MI,Genesee,No,Corn,Conventional Tillage,No,Soybeans,Conventional Tillage,No,Soybeans,Conventional Tillage,No,Corn,Conventional Tillage,No,Soybeans,Conservation Tillage,No,Soybeans,Conventional Tillage,No,Corn,Conventional Tillage,,Soybeans,Conservation Tillage
mppf.sp.a_andersons.u20240229172110883_7xL6M1r0oyAz226,36.5004842,MI,Lapeer,No,Corn,Conventional Tillage,No,Soybeans,Conventional Tillage,No,Corn,Conventional Tillage,No,Soybeans,Conventional Tillage,Yes,Corn,Conservation Tillage,No,Nomajority,Conservation Tillage,No,Corn,Conventional Tillage,,Corn,Conservation Tillage
mppf.sp.a_andersons.u20240229172110883_7xL6M1r0oyAz227,24.0811224,MI,Genesee,No,Soybeans,Conventional Tillage,No,Corn,Conventional Tillage,No,Soybeans,Conventional Tillage,No,Corn,Conventional Tillage,Yes,Soybeans,No Till,No,Fallow,Conventional Tillage,No,Corn,Conventional Tillage,No,Soybeans,Conservation Tillage
mppf.sp.a_andersons.u20240229172110883_7xL6M1r0oyAz228,146.3141222,MI,Oakland,No,Corn,Conservation Tillage,No,Corn,No Till,No,Corn,No Till,No,Corn,Conservation Tillage,No,Corn,Conventional Tillage,No,Soybeans,Conservation Tillage,No,Corn,Conventional Tillage,No,Corn,Conventional Tillage
mppf.sp.a_andersons.u20240229172110883_7xL6M1r0oyAz229,24.8394585,MI,Genesee,No,Soybeans,Conventional Tillage,No,Corn,Conventional Tillage,No,Soybeans,Conventional Tillage,No,Corn,Conventional Tillage,Yes,Nomajority,No Till,No,Fallow,Conservation Tillage,No,Corn,Conventional Tillage,No,Soybeans,Conservation Tillage
mppf.sp.a_andersons.u20240229172110883_7xL6M1r0oyAz230,74.8309912,MI,Genesee,No,Soybeans,Conventional Tillage,No,Corn,Conventional Tillage,No,Soybeans,Conventional Tillage,No,Corn,Conventional Tillage,No,Soybeans,Conservation Tillage,No,Winterwheat,Conservation Tillage,No,Soybeans,Conventional Tillage,No,Corn,Conservation Tillage
mppf.sp.a_andersons.u20240229172110883_7xL6M1r0oyAz231,12.8990596,MI,Genesee,No,Soybeans,Conventional Tillage,No,Corn,Conventional Tillage,No,Soybeans,Conventional Tillage,No,Corn,Conventional Tillage,Yes,Soybeans,No Till,No,Fallow,Conservation Tillage,No,Corn,Conservation Tillage,No,Soybeans,Conservation Tillage
